Symbol	logFC_tum	logFC_norm	delta_logFC
ADCY6	0.845376923076925	0.845880295566503	-0.0005033724895779912
ADCY7	1.27848076923077	1.47664039408867	-0.19815962485790006
ADCY8	1.44899230769231	-4.25366748768472	5.702659795377031
ADCY9	0.332696153846153	1.16123448275862	-0.828538328912467
ADCYAP1	1.47761153846154	-3.4827290640394	4.96034060250094
ADCYAP1R1	0.182584615384616	-4.84066748768472	5.023252103069336
ADD1	0.186057692307694	0.0880729064039354	0.0979847859037586
ADD2	1.42198846153846	-3.80993940886699	5.23192787040545
ADD3	2.14721538461538	0.890360591133002	1.2568547934823782
ADGB	1.50061923076923	-3.88773201970443	5.38835125047366
ADGRA1	-1.02351153846154	-1.6693118226601	0.64580028419856
ADGRA2	1.83435	3.30072068965517	-1.46637068965517
ADGRA3	0.682900000000002	0.9539039408867	-0.2710039408866981
ADGRB1	1.99671923076923	-5.80081379310345	7.79753302387268
ADGRB2	0.637707692307691	-0.723717733990149	1.36142542629784
ADGRB3	2.03939230769231	-4.08704433497536	6.12643664266767
ADGRD1	1.58805384615385	2.06854482758621	-0.4804909814323599
ADGRD2	0.351080769230775	-9.0984133004926	9.449494069723375
ADGRE1	1.51920384615385	-0.706136945812805	2.225340791966655
ADGRE2	-0.108438461538461	-1.40907980295567	1.3006413414172089
ADGRE3	-0.0843499999999962	-0.644318226600982	0.5599682266009858
ADGRE5	1.12488461538462	2.42144433497537	-1.29655971959075
ADGRF1	0.581907692307692	-0.215806403940884	0.797714096248576
ADGRF2P	-0.088549999999997	-10.8206837438424	10.732133743842404
ADGRF3	2.12810384615385	-0.297096059113301	2.425199905267151
ADGRF4	1.25571538461539	-11.3129330049261	12.56864838954149
ADGRF5	1.37592692307692	-5.40462758620689	6.78055450928381
ADGRG1	0.244873076923077	-6.72346059113301	6.968333668056087
ADGRG2	3.04421923076923	0.62350541871921	2.4207138120500202
ADGRG3	0.528176923076924	-5.76427980295566	6.292456726032585
ADGRG4	0.097173076923081	-0.755968965517244	0.853142042440325
ADGRG5	1.21367307692308	-5.34735714285713	6.561030219780211
ADGRG6	2.05959230769231	-3.04614630541872	5.10573861311103
ADGRG7	2.10537307692308	-0.8918039408867	2.99717701780978
ADGRL1	1.0239	-2.12470197044335	3.14860197044335
ADGRL2	1.63375384615385	-0.2512881773399	1.8850420234937502
ADGRL3	2.20076538461538	-3.29539261083744	5.49615799545282
ADGRL4	1.23911538461538	1.26440935960591	-0.0252939749905301
ADGRV1	2.37946923076923	-3.26699162561575	5.64646085638498
ADH1A	0.584169230769234	1.99616305418719	-1.4119938234179559
ADH1B	0.976669230769232	0.890869458128082	0.08579977264114991
ADH1C	2.20826923076924	1.49746206896552	0.7108071618037202
ADH4	-0.0919499999999989	-1.01132463054187	0.9193746305418711
ADH5	0.929538461538463	2.65998078817734	-1.7304423266388769
ADH6	1.9651	-0.58777881773399	2.55287881773399
ADH7	0.0664692307692318	-3.76163842364531	3.828107654414542
ADHFE1	1.28086538461538	-0.148025123152709	1.428890507768089
ADI1	0.624607692307693	0.74869359605911	-0.12408590375141704
ADIG	0.49031153846154	-0.110766502463058	0.601078040924598
ADIPOQ	-0.0524461538461534	-4.24084581280788	4.1883996589617265
ADIPOR1	0.0890038461538465	-0.759060591133003	0.8480644372868494
ADIPOR2	0.430549999999999	-0.0448108374384253	0.4753608374384243
ADIRF	-0.0842076923076931	-2.06473349753694	1.980525805229247
ADISSP	-0.464850000000001	0.784066995073893	-1.2489169950738939
ADK	0.449538461538462	0.118966009852222	0.33057245168624
ADM	0.902130769230768	3.46680246305419	-2.564671693823422
ADM2	0.700411538461539	4.44320591133005	-3.742794372868511
ADM5	-0.13255	-3.67524679802956	3.5426967980295596
ADNP	1.19695	0.466629556650249	0.730320443349751
ADNP2	1.03748846153846	-0.460465024630544	1.497953486169004
ADO	0.479150000000002	1.63431477832512	-1.155164778325118
ADORA1	1.03514615384615	-2.37459507389163	3.40974122773778
ADORA2A	0.826426923076923	-1.66005763546798	2.4864845585449027
ADORA2B	1.3036	-0.622420197044337	1.9260201970443371
ADORA3	1.27017692307692	-5.74915714285713	7.01933406593405
ADPGK	0.834846153846154	1.0890724137931	-0.25422625994694603
ADPRH	0.301961538461538	0.291007881773398	0.010953656688140023
ADPRHL1	0.424023076923077	-0.0052630541871917	0.4292861311102687
ADPRM	0.739911538461538	0.778339408866996	-0.03842787040545803
ADPRS	0.0772423076923099	-0.331241379310343	0.40848368700265286
ADRA1A	-0.675734615384615	-2.38136650246304	1.7056318870784248
ADRA1B	1.51994230769231	3.45575024630542	-1.9358079386131102
ADRA1D	0.722592307692308	-1.19524975369458	1.917842061386888
ADRA2A	0.133269230769231	-4.47333103448276	4.60660026525199
ADRA2B	3.60264615384615	-7.89537093596059	11.49801708980674
ADRA2C	-1.35377692307692	-2.94042955665025	1.5866526335733298
ADRB1	2.90815	-5.46954926108374	8.377699261083741
ADRB2	0.816884615384616	-5.48328620689655	6.300170822281166
ADRB3	0.711234615384618	-1.65454778325122	2.365782398635838
ADRM1	-0.413469230769232	-0.289784729064035	-0.12368450170519696
