Symbol	logFC_tum	adj_tum	logFC_norm	adj_norm	dir_tum	dir_norm	sig_tum	sig_norm	delta_logFC
ACE	0.506238461538462	0.172733487495711	1.17157881773399	2.61670313947372e-27	NS	UP	False	True	-0.6653403561955281
ACE2	2.36613461538462	0.0028144081555338	-4.98008669950738	2.58633682025464e-73	NS	DOWN	False	True	7.346221314892
ACER1	0.0700730769230793	0.969283328874214	-10.9386128078818	1.12736153524721e-196	NS	DOWN	False	True	11.00868588480488
ACER3	0.914053846153846	0.0024151667888552	1.74046009852217	2.6160585769652197e-114	NS	UP	False	True	-0.8264062523683241
ACHE	0.435665384615385	0.418297866165757	-3.49325221674877	1.39159496526322e-99	NS	DOWN	False	True	3.928917601364155
ACKR1	-1.05123461538462	0.121064787548154	-1.80752857142857	6.31243695620647e-27	NS	DOWN	False	True	0.7562939560439501
ACKR2	-0.0198384615384612	0.97811507290952	-1.96189950738917	1.57638955188029e-34	NS	DOWN	False	True	1.9420610458507088
ACKR4	1.63719230769231	0.0069563134926979	1.86456453201971	4.9003513348224695e-36	NS	UP	False	True	-0.2273722243273999
ACLY	0.812184615384616	0.0047968639523974	1.8681472906404	2.8126954529500096e-177	NS	UP	False	True	-1.055962675255784
ACO1	0.373496153846153	0.351899881548296	2.86035320197044	3.3695765200741696e-176	NS	UP	False	True	-2.486857048124287
ACOT1	-0.183665384615384	0.689086717162236	1.1678	2.7013003024690497e-28	NS	UP	False	True	-1.351465384615384
ACOT2	-0.215434615384615	0.520629538699879	1.45767192118226	4.864537136400841e-106	NS	UP	False	True	-1.673106536566875
ACOT6	1.10268846153846	0.27797764898939	-1.31553596059113	6.14527303126681e-08	NS	DOWN	False	True	2.4182244221295903
ACOT9	0.363638461538464	0.0624213883043873	1.46088866995074	3.44615802337291e-138	NS	UP	False	True	-1.097250208412276
ACP3	2.68602692307692	0.0010864457482048	-4.94413497536946	7.03307263042926e-149	NS	DOWN	False	True	7.63016189844638
ACP4	0.852096153846157	0.220396803969388	-7.28076354679801	3.2159931345130397e-128	NS	DOWN	False	True	8.132859700644167
ACP5	0.23798076923077	0.570937854609312	-4.4417551724138	5.24229725019914e-175	NS	DOWN	False	True	4.67973594164457
ACP6	1.09453461538462	0.0025866987223063	-1.17459950738917	3.2048950697099696e-56	NS	DOWN	False	True	2.26913412277379
ACP7	1.22158461538462	0.337252116347979	-5.09049458128078	7.78133264451102e-94	NS	DOWN	False	True	6.312079196665399
ACR	1.09757307692308	0.177020662115481	-5.08498965517241	3.76321134004936e-68	NS	DOWN	False	True	6.18256273209549
ACRV1	0.912876923076923	0.117465727560523	1.93427339901478	1.7689700064935602e-15	NS	UP	False	True	-1.0213964759378569
ACSBG1	0.911492307692308	0.40786004374793	-7.58629950738916	4.35921932685145e-207	NS	DOWN	False	True	8.497791815081468
ACSF2	-0.47415	0.359179896449651	-1.89511330049261	5.58946516983974e-143	NS	DOWN	False	True	1.4209633004926099
ACSL1	0.295734615384615	0.420036004716055	-1.27650985221675	3.03841106048304e-58	NS	DOWN	False	True	1.572244467601365
ACSL6	2.40719230769231	0.0019807115268912	-2.77321527093596	6.25624043348179e-34	NS	DOWN	False	True	5.1804075786282695
ACSM1	2.15393846153846	0.0161640716933852	-8.02511527093595	3.96038480634329e-140	NS	DOWN	False	True	10.179053732474411
ACSM2A	0.727584615384616	0.393472318108876	-2.35547881773399	1.1169328534564101e-17	NS	DOWN	False	True	3.083063433118606
ACSM2B	0.453430769230773	0.648506892654666	-2.72508325123152	3.54791200553272e-19	NS	DOWN	False	True	3.178514020462293
ACSM3	1.52506923076923	0.002289038516079	-2.33537339901478	2.50412814223172e-79	NS	DOWN	False	True	3.8604426297840098
ACSM5	0.98785	0.13174466682694	-2.39312807881773	4.89946066010705e-23	NS	DOWN	False	True	3.38097807881773
ACSM6	0.121988461538464	0.874993315495509	-7.22613497536944	9.13467358392535e-110	NS	DOWN	False	True	7.348123436907905
ACSS2	0.297603846153847	0.120350794349363	-1.56018226600986	6.9364343633249e-126	NS	DOWN	False	True	1.8577861121637071
ACSS3	2.21154230769231	0.0204053929688964	2.38408669950739	1.57169851219828e-113	NS	UP	False	True	-0.1725443918150802
ACTA1	0.614292307692307	0.440235178668864	-2.47980738916256	3.2713509371555e-27	NS	DOWN	False	True	3.094099696854867
ACTB	-0.240523076923086	0.154495225050159	1.5606472906404	1.97888770676499e-118	NS	UP	False	True	-1.801170367563486
ACTBL2	2.15914615384616	0.0158473464453866	3.65554334975369	1.57656324072795e-31	NS	UP	False	True	-1.4963971959075302
ACTC1	-0.805823076923077	0.318228008966407	-1.85741330049261	1.75264480564543e-18	NS	DOWN	False	True	1.0515902235695331
ACTG1	-0.0755884615384641	0.783929039900083	1.09273300492611	8.71545624565618e-81	NS	UP	False	True	-1.168321466464574
ACTG2	-0.280546153846153	0.640553731207145	-4.0307275862069	3.5569302440946997e-103	NS	DOWN	False	True	3.7501814323607467
