Symbol	logFC_tum	adj_tum	logFC_norm	adj_norm	dir_tum	dir_norm	sig_tum	sig_norm	delta_logFC
KCNMB4	2.85707692307692	1.87787283816127e-05	-1.932939408867	1.9289763558401302e-68	UP	DOWN	True	True	4.79001633194392
KCTD1	1.26213846153846	4.01696450938359e-05	-2.18146256157635	1.8878520354579402e-149	UP	DOWN	True	True	3.44360102311481
KDM3A	1.26126923076923	0.0001392498635852	-1.83065221674877	2.57799003529011e-133	UP	DOWN	True	True	3.0919214475179997
KDM6A	1.60449615384615	8.05929358857481e-05	-1.43270197044335	2.57075264197167e-107	UP	DOWN	True	True	3.0371981242894996
KDM7A	1.83870769230769	8.13252048444296e-06	-1.91377586206896	2.3211132878425501e-97	UP	DOWN	True	True	3.75248355437665
KDR	1.58569230769231	6.77920255469643e-05	-1.7022275862069	6.47838715984446e-31	UP	DOWN	True	True	3.2879198938992102
KIAA0040	2.32310769230769	2.69161633011527e-06	-5.27918374384237	1.23157716893743e-187	UP	DOWN	True	True	7.602291436150059
KL	1.87447692307692	0.0003588994154413	-5.00168029556649	2.13581514863948e-105	UP	DOWN	True	True	6.87615721864341
KLF10	1.36441923076923	0.0002480242537777	-1.40483349753695	9.81309739878238e-57	UP	DOWN	True	True	2.76925272830618
KLHDC8A	3.4387	0.000572439834994	-4.52508522167487	3.52240600403978e-61	UP	DOWN	True	True	7.96378522167487
KLHL14	3.90733846153846	7.47326106229437e-05	-4.32716748768472	2.76726005992263e-85	UP	DOWN	True	True	8.23450594922318
KSR1	1.87096153846154	1.41780460538503e-05	-1.5139527093596	5.74450948141138e-63	UP	DOWN	True	True	3.38491424782114
LEFTY2	3.2026576923077	0.000719039333863	-3.48448374384236	1.65794022758001e-33	UP	DOWN	True	True	6.6871414361500605
