logFC	AveExpr	t	P.Value	adj.P.Val	B	HGNC_symbol
ENSG00000255248	2.66905333333333	3.21187333333333	16.8752872526529	5.48872333104803e-30	1.05850029439261e-25	57.4922469160929	MIR100HG
ENSG00000117519	1.94868444444443	6.30695777777778	13.515540417191	1.27627505632259e-23	8.67187667980492e-20	43.1929926886281	CNN3
ENSG00000165424	2.34399333333332	3.52344111111111	13.5034084660961	1.34900855791624e-23	8.67187667980492e-20	43.1387348334947	ZCCHC24
ENSG00000184347	3.01971777777777	2.74910777777778	13.3598297637289	2.60276001657022e-23	1.15926447444822e-19	42.4952722775616	SLIT3
ENSG00000132840	2.51146666666666	1.18338666666667	13.3284578315566	3.00561180826606e-23	1.15926447444822e-19	42.3543503298458	BHMT2
ENSG00000188070	1.39879555555555	2.08585333333333	13.1092797890234	8.23959034786871e-23	2.6483416643108e-19	41.3665971534387	ZFTA
ENSG00000183722	2.25991777777777	4.60528555555556	12.8850107882856	2.32495994545965e-22	6.40526464974133e-19	40.3501929122449	LHFPL6
ENSG00000007237	2.42042222222222	2.84378	12.8339924499633	2.94596701758177e-22	7.10162174175806e-19	40.1181845117395	GAS7
ENSG00000101955	2.55178666666666	3.794	12.7606353794325	4.14253945024214e-22	8.87654147754662e-19	39.7840849826094	SRPX
ENSG00000137509	1.36972222222221	5.45741888888889	12.5781135143065	9.69754040429805e-22	1.81913348561198e-18	38.9502580574954	PRCP
ENSG00000144857	2.66799777777777	3.61518555555556	12.56362994727	1.03761827024795e-21	1.81913348561198e-18	38.8839385473814	BOC
ENSG00000140092	2.40139777777777	4.88603	12.4492245112724	1.77174580309403e-21	2.70714161462586e-18	38.3593034531213	FBLN5
ENSG00000111341	2.56813777777777	9.06021333333333	12.4433598768262	1.82488156547245e-21	2.70714161462586e-18	38.3303623455942	MGP
ENSG00000187955	3.0484711111111	4.67530666666667	12.4107638576987	2.13190313226402e-21	2.93669656469368e-18	38.1779182558483	COL14A1
ENSG00000181804	2.26843555555555	1.26014888888889	12.3804243798938	2.44574680668474e-21	3.14441514446102e-18	38.0431452357816	SLC9A9
ENSG00000158186	2.19839999999999	3.14914888888889	12.360536596961	2.68485868446034e-21	3.23609373311361e-18	37.9516637027935	MRAS
ENSG00000165633	2.27212	1.75207777777778	12.1884726167258	6.02696853221085e-21	6.83706400845214e-18	37.158514602285	VSTM4
ENSG00000144642	2.39678444444444	1.10755222222222	12.1506262090057	7.20289740491016e-21	7.71710424742736e-18	36.9836605474663	RBMS3
ENSG00000109099	2.07704444444443	5.70448444444444	12.0776370218033	1.01615213558089e-20	1.03139441761461e-17	36.6460475636705	PMP22
ENSG00000262655	3.12174666666666	3.94937333333333	12.0604503232412	1.10683426959446e-20	1.06726494445646e-17	36.5622656229872	SPON1
ENSG00000115252	2.30682888888888	2.25761	11.963966149882	1.73833868092894e-20	1.59637435531974e-17	36.1192395170379	PDE1A
ENSG00000119865	2.06574666666666	2.95938	11.95158403579	1.84316791745858e-20	1.61570424037222e-17	36.0617806069347	CNRIP1
ENSG00000152583	2.42212666666665	6.66546333333333	11.8771968210029	2.62594539787721e-20	2.20179813035052e-17	35.7144776906504	SPARCL1
ENSG00000183580	2.20759555555555	1.78234222222222	11.8658337180436	2.7659416644817e-20	2.21320210545089e-17	35.6634663289492	FBXL7
ENSG00000164741	2.08970222222222	2.75460222222222	11.8581067032905	2.86907195417538e-20	2.21320210545089e-17	35.6275406362328	DLC1
ENSG00000134201	2.40000888888888	2.29636	11.8381757685888	3.15326213301841e-20	2.28102898086668e-17	35.5348492950362	GSTM5
ENSG00000129675	2.15842	1.97195666666667	11.8354966656917	3.19355885317087e-20	2.28102898086668e-17	35.5223870251689	ARHGEF6
ENSG00000073712	2.22647999999999	3.97298666666667	11.807601312639	3.64512782965425e-20	2.51058179267436e-17	35.3925886753953	FERMT2
ENSG00000182916	2.38458666666666	1.86694	11.7979813268174	3.81529013034729e-20	2.53716793668095e-17	35.3478101198685	TCEAL7
ENSG00000116774	2.38334222222221	4.88989333333333	11.7654664997826	4.45169900036994e-20	2.80631275129646e-17	35.1964004046047	OLFML3
ENSG00000185565	2.46044444444444	1.67130222222222	11.7626757367366	4.51105498004616e-20	2.80631275129646e-17	35.1834004267667	LSAMP
ENSG00000120820	2.34505777777777	3.50225111111111	11.7285300159048	5.30496792969371e-20	3.19707207887947e-17	35.0242861855709	GLT8D2
ENSG00000151917	2.63524444444444	0.0044755555555555	11.6703745382101	6.9934506886977e-20	4.08693019792531e-17	34.7530532860818	BEND6
ENSG00000144649	2.91303111111111	1.40115333333333	11.619120116787	8.92403094347525e-20	5.03206102802341e-17	34.5137626744322	GASK1A
ENSG00000159200	1.50444666666666	4.43373888888889	11.6142651125764	9.13259714704794e-20	5.03206102802341e-17	34.4910844960856	RCAN1
ENSG00000119729	1.38850444444444	4.51980111111111	11.5797112873411	1.07653114481056e-19	5.65774391373265e-17	34.3296223734383	RHOQ
ENSG00000149557	1.94271333333333	3.16695444444444	11.5761865177031	1.09475174597462e-19	5.65774391373265e-17	34.3131462420676	FEZ1
ENSG00000169504	1.97678888888888	5.24853888888889	11.5723706135548	1.11482638694239e-19	5.65774391373265e-17	34.2953080537305	CLIC4
ENSG00000162733	2.68603333333333	2.56919666666667	11.5454151248562	1.26755817031623e-19	6.26791264475603e-17	34.1692644866998	DDR2
ENSG00000127920	1.67653555555555	3.48993222222222	11.510573559469	1.49650925690289e-19	7.17943426558718e-17	34.0062558134705	GNG11
ENSG00000169554	2.23769555555555	3.01365888888889	11.5064317793906	1.52635107539058e-19	7.17943426558718e-17	33.9868715155724	ZEB2
ENSG00000115380	2.92523777777777	5.29365222222222	11.4907536243074	1.66006884565851e-19	7.45375347198108e-17	33.9046374431656	EFEMP1
ENSG00000140285	3.62954222222221	2.36034666666667	11.4891802976513	1.66197251384592e-19	7.45375347198108e-17	33.9033656017312	FGF7
ENSG00000162944	1.96224222222222	0.425943333333333	11.4628332285976	1.8791239566287e-19	8.05500702032587e-17	33.7827367223195	RFTN2
ENSG00000174348	2.57996444444444	4.61344444444444	11.4631478123754	1.8795712518261e-19	8.05500702032587e-17	33.7825434644082	PODN
ENSG00000101265	2.44381333333333	2.56821555555556	11.4383475806328	2.11202139707898e-19	8.85046724741376e-17	33.668023410978	RASSF2
ENSG00000165457	2.43913999999999	3.68182111111111	11.4339352291246	2.15697153553771e-19	8.85046724741376e-17	33.647346743075	FOLR2
ENSG00000196628	2.17989777777777	3.30805555555555	11.4262476588573	2.23759294891126e-19	8.98999583744868e-17	33.61131836872	TCF4
ENSG00000113269	1.08523555555554	5.58882666666667	11.4093456402499	2.42564187514764e-19	9.46823387308045e-17	33.5320891251685	RNF130
ENSG00000148516	2.26264222222221	3.20504555555555	11.4068416838414	2.45481821962159e-19	9.46823387308045e-17	33.5203497343801	ZEB1
ENSG00000204131	2.28933111111111	0.197081111111111	11.3801849645994	2.78812636849591e-19	1.05429445130282e-16	33.3953431565838	NHSL2
ENSG00000182287	1.70228444444444	3.33174666666667	11.333624067591	3.48295855247154e-19	1.28722112210029e-16	33.1768617271099	AP1S2
ENSG00000172260	2.53247777777778	1.31771222222222	11.3303677349122	3.53760536537804e-19	1.28722112210029e-16	33.1615754458241	NEGR1
ENSG00000141338	3.23308222222222	1.36745888888889	11.317777706875	3.75710311785428e-19	1.34177284495963e-16	33.102466047689	ABCA8
ENSG00000136235	2.66029333333332	5.98189111111111	11.2753616166586	4.62042076784515e-19	1.62008753650716e-16	32.8994607326551	GPNMB
ENSG00000091986	3.05031555555554	6.42614444444444	11.2719143757236	4.83299796170434e-19	1.66436367306193e-16	32.8559877084276	CCDC80
ENSG00000146374	3.56716444444444	0.45134	11.2477562040523	5.25228780596785e-19	1.77702404101912e-16	32.7734979139206	RSPO3
ENSG00000154096	2.47249999999998	6.96449	11.2225192726224	5.93669429456879e-19	1.97395085294412e-16	32.6532563663949	THY1
ENSG00000103196	2.52709777777776	5.26264888888889	11.2168310825205	6.10062685675973e-19	1.99407777851884e-16	32.6265075724278	CRISPLD2
ENSG00000174099	2.5110911111111	3.30832555555556	11.2077405422924	6.36158405785505e-19	2.04471914259558e-16	32.5853343251938	MSRB3
ENSG00000122707	2.11806666666666	1.77260666666667	11.1968705880665	6.70160878507234e-19	2.10815951667386e-16	32.5342005896858	RECK
ENSG00000113657	2.36738222222221	5.30146444444444	11.194860871648	6.77759346817627e-19	2.10815951667386e-16	32.5231698655307	DPYSL3
ENSG00000241839	1.59948444444444	3.85940888888889	11.1861841749218	7.05366103138794e-19	2.15920401571931e-16	32.4839217873379	PLEKHO2
ENSG00000169083	2.38835333333333	-0.220654444444445	11.1482036484902	8.4619404779803e-19	2.54982065809141e-16	32.3051587648595	AR
ENSG00000243244	2.32663111111111	1.6067	11.1304510595132	9.21375072076908e-19	2.73364896384664e-16	32.2215668870596	STON1
ENSG00000171791	2.09093555555555	0.931625555555555	11.1167628572657	9.83888918599054e-19	2.84852785806483e-16	32.1570976611989	BCL2
ENSG00000198795	2.55196666666666	1.82678333333333	11.115304296594	9.90796058705044e-19	2.84852785806483e-16	32.1502272895789	ZNF521
ENSG00000184014	1.4040711111111	4.46789777777778	11.1112939773102	1.01003900367878e-18	2.84852785806483e-16	32.1313363931011	DENND5A
ENSG00000137801	3.15454888888888	6.00155666666667	11.1190347282894	1.01917771431928e-18	2.84852785806483e-16	32.1236641913677	THBS1
ENSG00000183578	2.32231777777777	0.869918888888889	11.0777630287481	1.18632836908282e-18	3.26833465682318e-16	31.9733420586371	TNFAIP8L3
ENSG00000119699	2.77999777777776	4.63241888888889	11.0458954004685	1.38761342694814e-18	3.76903168150633e-16	31.8195189002021	TGFB3
ENSG00000218336	2.45441111111111	1.17456777777778	11.0382331239246	1.43421308281855e-18	3.8414999030772e-16	31.7869805930689	TENM3
ENSG00000173068	2.89362	0.21553	11.0155534202771	1.59924444795019e-18	4.22485331215335e-16	31.6800099787507	BNC2
ENSG00000123342	2.50103999999999	3.37183555555556	11.0015065054091	1.71087660654915e-18	4.45868315639194e-16	31.6137390914573	MMP19
ENSG00000121005	2.64750666666666	1.44707555555556	10.9960585152319	1.75624647036097e-18	4.51589509078818e-16	31.5880328478524	CRISPLD1
ENSG00000163637	2.18423555555555	1.77339333333333	10.9765078170932	1.92922659821179e-18	4.8954124929624e-16	31.4957668665159	PRICKLE2
ENSG00000103710	1.86128666666666	2.21719444444444	10.9702382288276	1.98823944481567e-18	4.97963606406107e-16	31.4661732873073	RASL12
ENSG00000100842	1.99290666666666	1.67501555555556	10.9639030033004	2.04970913211711e-18	5.06777443754853e-16	31.4362672428618	EFS
ENSG00000109846	2.02823333333332	5.05651444444444	10.9541066314269	2.14853508181941e-18	5.24487329783383e-16	31.3900173066271	CRYAB
ENSG00000126785	1.95301777777777	2.46591111111111	10.9257278053995	2.46262909510619e-18	5.93647526239036e-16	31.2560017181926	RHOJ
ENSG00000149575	3.38319555555556	-2.15727555555555	10.9175245054742	2.56172232059822e-18	6.09911295712798e-16	31.2172528704035	SCN2B
ENSG00000112078	1.39105333333333	3.81883111111111	10.8928572481864	2.88444296150899e-18	6.78371737959766e-16	31.1007093276142	KCTD20
ENSG00000079931	2.90644222222221	3.60675888888889	10.8620801052216	3.35329524821696e-18	7.7056330462783e-16	30.952839587812	MOXD1
ENSG00000031081	1.77972	1.6819	10.8613673742112	3.35635559184536e-18	7.7056330462783e-16	30.951875276531	ARHGAP31
ENSG00000196569	2.76663555555555	2.72131333333333	10.8510771344512	3.53162919605968e-18	7.94827449089095e-16	30.9019121117159	LAMA2
ENSG00000164125	2.12042444444444	3.94123666666667	10.8500371829567	3.54447293863947e-18	7.94827449089095e-16	30.8983089176547	GASK1B
ENSG00000101347	1.75825999999999	4.28461666666667	10.8402203057767	3.71599204444548e-18	8.23711569852081e-16	30.851890681553	SAMHD1
ENSG00000142686	1.22528222222222	2.69551444444444	10.8362398788009	3.78788644277328e-18	8.30106705100939e-16	30.8330678850074	C1orf216
ENSG00000172986	2.67978666666666	1.37439555555556	10.8197038778325	4.1017992263726e-18	8.88799978433657e-16	30.7548613682565	GXYLT2
ENSG00000241644	2.02349999999999	3.30689888888889	10.8039987333899	4.42406005413066e-18	9.47977757154554e-16	30.680568891099	INMT
ENSG00000152661	1.98766444444443	4.91351666666667	10.8008000138455	4.49274498103817e-18	9.52116340212319e-16	30.6654356576589	GJA1
ENSG00000116678	2.33455333333333	1.60402333333333	10.7983987829839	4.54500732954469e-18	9.52722460329016e-16	30.6540749595687	LEPR
ENSG00000150347	1.85178	2.84839666666667	10.7949040945949	4.62215953091904e-18	9.58476844664233e-16	30.6375402761031	ARID5B
ENSG00000163453	1.75255333333331	9.43366777777778	10.7892680686081	4.74936197751251e-18	9.7437708230137e-16	30.6108725712348	IGFBP7
ENSG00000107186	2.01177333333333	2.1084	10.7730323532069	5.13575410374173e-18	1.04255808305957e-15	30.5340402066905	MPDZ
ENSG00000081189	2.17406666666666	2.51705777777778	10.7602514017151	5.46197419607713e-18	1.09723096220154e-15	30.4735458103147	MEF2C
ENSG00000166927	2.3551511111111	3.38748	10.7322318084582	6.25169291316513e-18	1.24292678175659e-15	30.340890745023	MS4A7
ENSG00000154721	2.14919999999999	2.46978222222222	10.7168083054208	6.73424469913362e-18	1.32520315329379e-15	30.2678507336856	JAM2
ENSG00000118523	2.60150666666665	7.23616888888889	10.7137135147509	6.87461213876124e-18	1.33916055652536e-15	30.2477460119458	CCN2
ENSG00000019991	2.49138	1.01846111111111	10.7062714164694	7.08520891519382e-18	1.36638253929513e-15	30.2179440610548	HGF
ENSG00000197872	2.19348444444444	1.59620222222222	10.7035386123642	7.17919030554385e-18	1.37079886180607e-15	30.204999436401	CYRIA
ENSG00000154589	2.08401999999999	3.76942333333333	10.6993343705561	7.32622042194204e-18	1.38515843957992e-15	30.1850841414117	LY96
ENSG00000131471	2.45539333333332	4.02235888888889	10.6974065345938	7.40559236416108e-18	1.38657134701793e-15	30.1745404088646	AOC3
ENSG00000131370	2.02437555555555	3.80147888888889	10.675694499601	8.21096908453106e-18	1.5028431689549e-15	30.0730845835343	SH3BP5
ENSG00000153071	1.80534666666666	4.41509555555556	10.67481159162	8.24601179943482e-18	1.5028431689549e-15	30.0689009870812	DAB2
ENSG00000138185	1.92161999999999	3.62634777777778	10.674450736849	8.26037728334037e-18	1.5028431689549e-15	30.0671910899654	ENTPD1
ENSG00000125810	2.05907555555555	3.88351555555556	10.6703929142548	8.42365497736356e-18	1.51822603961174e-15	30.0479627459286	CD93
ENSG00000122694	2.07394888888888	3.85789666666667	10.6621007189018	8.76744401869828e-18	1.56555701759811e-15	30.0086666101813	GLIPR2
ENSG00000158352	1.85017555555555	0.473692222222222	10.636219849243	9.9335532221771e-18	1.75147064371551e-15	29.8859945744767	SHROOM4
ENSG00000158270	3.32291777777777	1.63062555555556	10.6353429474242	9.99023960636276e-18	1.75147064371551e-15	29.8804463102183	COLEC12
ENSG00000197380	2.12293111111111	1.85998555555556	10.6215362943968	1.06630120583953e-17	1.85257826618157e-15	29.8163801390304	DACT3
ENSG00000099260	2.03063333333333	2.56077888888889	10.6127120486664	1.1126972488628e-17	1.91592557538563e-15	29.7745389739744	PALMD
ENSG00000112619	2.21974444444444	-0.698978888888889	10.6021133844143	1.17110528891598e-17	1.99865181387122e-15	29.7242786933227	PRPH2
ENSG00000095794	1.34372444444444	4.5727	10.5849781569625	1.27210626654696e-17	2.15197976757527e-15	29.6430085512701	CREM
ENSG00000112531	1.97262444444444	3.66421888888889	10.5825749869924	1.28695287653311e-17	2.15816401947314e-15	29.6316093939481	QKI
ENSG00000183801	2.32918222222222	2.42316666666667	10.5630182344483	1.41441326327163e-17	2.35146205018908e-15	29.5388330091479	OLFML1
ENSG00000163823	2.33989333333333	1.46002444444444	10.5605351711974	1.43147677832195e-17	2.35948971537938e-15	29.527052045874	CCR1
ENSG00000154734	2.49309333333333	3.76877333333333	10.540935867788	1.57585681662706e-17	2.57545751768244e-15	29.4326906816566	ADAMTS1
ENSG00000143344	1.81009333333333	2.54578666666667	10.5339963329421	1.62725398284123e-17	2.637108660428e-15	29.4011180521135	RGL1
ENSG00000162614	2.6278711111111	2.73193555555556	10.5271213134534	1.68220794190555e-17	2.70344834663738e-15	29.368488386151	NEXN
ENSG00000099864	1.8444311111111	3.26491111111111	10.5247395897288	1.70167633612253e-17	2.71213455720024e-15	29.3571838855065	PALM
ENSG00000184985	2.64418	0.984167777777778	10.5061640843256	1.86146898520276e-17	2.94249421144552e-15	29.2690082649898	SORCS2
ENSG00000100154	1.69181777777778	1.41006666666667	10.4949159551525	1.96545185109461e-17	3.08160479254956e-15	29.2156064838483	TTC28
ENSG00000118407	2.35521333333333	-0.185682222222222	10.4894253752833	2.01830373005721e-17	3.13895059952849e-15	29.1895370726981	FILIP1
