logFC	AveExpr	t	P.Value	adj.P.Val	B	HGNC_symbol
ENSG00000127564	-1.39927307692308	4.968275	-7.39037698056948	8.20096096685643e-10	7.19559770651044e-07	12.238269474227	PKMYT1
ENSG00000104044	-5.02844230769231	1.92260576923077	-7.28194294691969	1.23696547610425e-09	8.50148683215161e-07	11.8461691656844	OCA2
ENSG00000069424	-2.45443461538462	5.54739038461538	-6.71789514272833	1.0481059488838e-08	2.69161633011527e-06	9.80669575734427	KCNAB2
ENSG00000162144	-1.4225	6.12606538461539	-6.3557825666378	4.11072975180617e-08	5.41513914709788e-06	8.50230745003143	CYB561A3
ENSG00000228594	-2.21611538461539	4.24914230769231	-6.35088543312232	4.18719469928111e-08	5.41513914709788e-06	8.48471912827521	FNDC10
ENSG00000156381	-1.34986538461538	3.21275576923077	-6.2447704027182	6.23996487215279e-08	6.69166899595363e-06	8.10403480023688	ANKRD9
ENSG00000084207	-1.72315	9.75867115384615	-5.95000284439181	1.88056798210823e-07	1.21814106572601e-05	7.05176979823021	GSTP1
ENSG00000241484	-3.61360769230769	0.778323076923076	-5.93615480477207	1.98018482190147e-07	1.24840683262833e-05	7.00255583514418	ARHGAP8
ENSG00000184351	-5.72158076923077	-0.0652096153846154	-5.79633845589611	3.3304418098541e-07	1.62721869339821e-05	6.50696517152742	KRTAP19-1
ENSG00000171608	-1.36936923076923	4.19845384615385	-5.54677625927674	8.37153878050531e-07	2.67100517487759e-05	5.62903530895434	PIK3CD
ENSG00000002822	-1.43958461538462	7.25658076923077	-5.40609354820146	1.40178179092989e-06	3.61262936052333e-05	5.1385136920074	MAD1L1
ENSG00000131650	-2.42219230769231	1.00995384615385	-5.23981333803354	2.56674958561083e-06	5.24399874964763e-05	4.5634507080823	KREMEN2
ENSG00000040608	-1.86556538461538	2.71545961538461	-5.18655728828116	3.11205060879831e-06	6.00119010006331e-05	4.38044722117303	RTN4R
ENSG00000167799	-1.41806538461538	3.77660961538461	-5.17412800426531	3.25489977153329e-06	6.14798918478611e-05	4.33782325982506	NUDT8
ENSG00000182612	-2.50846538461538	5.77149038461539	-5.0458325687626	5.19328802556615e-06	8.16335820500842e-05	3.89498545890415	TSPAN10
ENSG00000162894	-2.02686923076923	3.38381538461538	-4.87792574247264	9.39279836515807e-06	0.000120151879948738	3.33258083222626	FCMR
ENSG00000101986	-1.45171538461539	5.17345384615384	-4.87093597438965	9.62834051184551e-06	0.000121991361335739	3.30912018912075	ABCD1
ENSG00000042493	-2.33519230769231	7.65790769230769	-4.85301800125606	1.03630747305401e-05	0.000127901810437094	3.24067226786049	CAPG
ENSG00000187688	-1.41105384615385	6.73813846153846	-4.79910577709899	1.24104838867967e-05	0.000144064550655576	3.06877978253309	TRPV2
ENSG00000077009	-5.46133846153846	-1.96164615384615	-4.79492958662424	1.25944943086337e-05	0.000145314718254367	3.05484932841719	NMRK2
ENSG00000197106	-2.33854230769231	3.03428653846154	-4.7719385365393	1.36563970083039e-05	0.000153350454596446	2.97824446325732	SLC6A17
ENSG00000070540	-1.11948461538462	6.22569615384615	-4.76552998613704	1.39677016707342e-05	0.000155489357180036	2.95691765847812	WIPI1
ENSG00000143819	-1.74593846153846	6.22609230769231	-4.72717861267497	1.59811822643518e-05	0.000169367422266466	2.82953048370499	EPHX1
ENSG00000185664	-2.73811538461539	11.5025846153846	-4.72349325480299	1.66262793208045e-05	0.000173573320567598	2.79544395126376	PMEL
ENSG00000122133	-6.18762307692308	1.76783461538462	-4.63494564783724	2.35811828743375e-05	0.000221394733960767	2.47051041515098	PAEP
ENSG00000049759	-1.16398461538461	5.42631153846154	-4.4184796565293	4.65529413298883e-05	0.000362343317133401	1.82025023619049	NEDD4L
ENSG00000073060	-1.32283846153846	6.81365384615385	-4.4053567167018	4.86874662056884e-05	0.0003748760112359	1.77802206577191	SCARB1
ENSG00000161091	-1.29242307692308	8.72018076923077	-4.38850276630791	5.15690001940565e-05	0.000390673630591002	1.7238737679966	MFSD12
ENSG00000160213	-1.02825	7.63704807692308	-4.37203643970079	5.45442075413213e-05	0.000407244843930068	1.67106479911306	CSTB
ENSG00000020633	-1.26935769230769	4.45010576923077	-4.31649336106699	6.58630791880379e-05	0.00046535688783554	1.49362863270816	RUNX3
ENSG00000106266	-1.00564615384615	6.55748076923077	-4.30018661004449	6.95989910894358e-05	0.000484831946950335	1.44174234468678	SNX8
ENSG00000183696	-1.25748076923077	6.72935576923077	-4.23285584514833	8.7324290533788e-05	0.000576083656928814	1.22852008997218	UPP1
ENSG00000099960	-3.29191923076923	0.0419942307692308	-4.20329328322449	9.64247443011248e-05	0.000620535733215633	1.13542858040018	SLC7A4
ENSG00000090932	-2.35957307692308	2.86722115384616	-4.18556730974305	0.000102315537569349	0.000649996072464343	1.07976713824798	DLL3
ENSG00000248405	-3.85640384615385	-3.49674423076923	-4.14766919094238	0.000116102989600567	0.00071790066776053	0.961163376164469	PRR5-ARHGAP8
ENSG00000167889	-1.88110769230769	2.99908076923077	-4.06010108045851	0.000155187775656971	0.000890725971524347	0.689249564184913	MGAT5B
ENSG00000169347	-2.53730769230769	-8.07981538461539	-4.05417941293264	0.000158247081620129	0.000904275730169733	0.6709715443173	GP2
